Changed database context to 'adventureworks'.
CustomerID  PrimaryContact                                    
      30044 gary5@adventure-works.com                         
      30045 924-555-0195                                      
      30046 elizabeth4@adventure-works.com                    
      30047 michael24@adventure-works.com                     
      30048 marcia0@adventure-works.com                       
      30050 krishna1@adventure-works.com                      
      30051 brad0@adventure-works.com                         
      30052 926-555-0136                                      
      30053 katherine1@adventure-works.com                    
      30055 julie1@adventure-works.com                        
      30056 clarence0@adventure-works.com                     
      30058 mike6@adventure-works.com                         
      30061 chad1@adventure-works.com                         
      30063 vanessa0@adventure-works.com                      
      30064 judy3@adventure-works.com                         
      30067 phyllis2@adventure-works.com                      
      30069 donald1@adventure-works.com                       
      30070 kendra0@adventure-works.com                       
      30071 daniel2@adventure-works.com                       
      30072 andrea1@adventure-works.com                       
      30074 yuping0@adventure-works.com                       
      30076 diane5@adventure-works.com                        
      30080 328-555-0192                                      
      30083 glenn0@adventure-works.com                        
      30087 882-555-0115                                      
      30089 michaeljohn0@adventure-works.com                  
      30090 christie0@adventure-works.com                     
      30093 phyllis3@adventure-works.com                      
      30094 767-555-0193                                      
      30095 sunil0@adventure-works.com                        
      30098 esther0@adventure-works.com                       
      30100 jessie0@adventure-works.com                       
      30102 roger2@adventure-works.com                        
      30104 rose1@adventure-works.com                         
      30105 gregory1@adventure-works.com                      
      30106 michael25@adventure-works.com                     
      30107 margaret2@adventure-works.com                     
      30108 680-555-0160                                      
      30109 nieves0@adventure-works.com                       
      30110 gary6@adventure-works.com                         
      30111 ranjit1@adventure-works.com                       
      30112 patricia2@adventure-works.com                     
      30113 raja0@adventure-works.com                         
      30115 155-555-0140                                      
      30116 wanda0@adventure-works.com                        
      30117 robert13@adventure-works.com                      
      30118 caroline0@adventure-works.com                     

(847 rows affected)
